house_count,kfs,url,price,cj_count,name,location,year,coordinate,build_type,wy,build_count
942户,中大房地产集团/四川思源科技开发有限公司,http://junyuejinshazd.fang.com/7/,24681,42套,中大君悦金沙七期,金鹏街388号,2014年建成,,塔楼,成都合力物业服务有限公司,10栋
1511户,成都珠江投资有限公司,http://guojihuayuanzj028.fang.com/,12453,0套,珠江国际花园,天宝西街89号,2007年建成,,板楼,康景物业,12栋
960户,成都招商龙城房地产开发有限公司,http://yiyunshangchengzs.fang.com/esf/,10432,0套,招商依云上城,西河镇成洛大道（西南食品城旁）,2016-12-01,,塔楼,招商局物业管理公司成都分公司,3栋
2896户,成都鲁能置业有限公司,http://lunengchengcd.fang.com/esf/,21595,0套,成都鲁能城,跳蹬河槐树店路26号（成洛大道与中环路交汇处）,2017-6-01,,塔楼,鲁能物业,16栋
2026户,成都福瑞置业有限公司,http://masaichengztej.fang.com/,20989,8套,中铁二局玛塞城,二环路东一段11号,2015年建成,,塔楼,中铁瑞城物业管理公司,7栋
2560户,成都新神风实业,http://furongmingcheng.fang.com/,10307,38套,芙蓉名城一期,清源路66号,2010年建成,,板楼,成都宏升升物业管理有限公司,35栋
1732户,成都华成股份有限公司,http://yangguanghuayuan2028.fang.com/,17434,32套,阳光华苑,华府大道一段1175号,2006年建成,,板楼,华安居物业,43栋
61户,成都新昕实业开发有限公司,http://yuanxiang.fang.com/,18405,10套,原乡,华阳滨河路中段,2005年建成,,"联排,独栋",成都爱地阳光物业管理有限公司,51栋
1968户,成都欣宇房地产开发有限公司,http://dushigangwanxy.fang.com/,15132,41套,欣宇都市港湾,协和上街299号,2010年建成,,板塔结合,成都斯培行物业管理有限公司,13栋
792户,成都弘发实业有限公司,http://fcbdgjsq.fang.com/,16421,29套,翡翠半岛国际社区,老成仁路6号（红星路南延线与领馆大道交汇处）,2011年建成,,板塔结合,四川华玮物业管理物业有限公司,7栋
864户,成都双流金辉房地产开发有限公司,http://zonglvnanan.fang.com/,17180,75套,棕榈南岸,天府大道南段1081号,2009年建成,,塔楼,英联华（香港）物业管理顾问有限公司,4栋
416户,成都潮蓉实业有限公司,http://jinshayanfucr.fang.com/,17086,0套,金沙彦府,黄苑街与三环路交汇处（中海金沙府对面）,2016年建成,,塔楼,成都三和佳物业服务有限公司,1栋
4300户,四川和鸿地产开发有限公司,http://tianfujinhua.fang.com/,12388,1套,天府金花,金凤街129号,2007年建成,,板楼,成都力成物业管理有限公司,4栋
272户,成都永垹置业有限公司,http://yizhongxin028.fang.com/,8123,0套,壹中心,北京路138号（南临驿都大道，西临翠龙路）,2017年建成,,塔楼,深圳花样年物业管理有限公司,1栋
2076户,四川新景实业有限公司,http://yutingshangjun.fang.com/,18190,50套,御廷上郡,中和大道三段189号,2012年建成,,塔楼,成都申和物业有限公司,7栋
4398户,成都置信集团,http://xuefuxinglin.fang.com/,9850,21套,置信学府杏林,永宁镇八一路99号(八一路芙蓉大道交界处),2015年建成,,板楼,成都合达联行物业服务有限责任公司,17栋
2985户,成都鹏伟实业有限公司,http://yihejingdu.fang.com/,16820,55套,颐和京都,培风路276号,2016年建成,,塔楼,四川省和华物业管理公司,8栋
1215户,四川德坤实业有限公司,http://haidiyadk.fang.com/,10312,26套,德坤海地亚,温江区春江南路8号,2013年建成,,"板楼,塔楼",广泽物业,14栋
136户,成都武海置业有限公司,http://zhonghuamingchengwh.fang.com/,10028,0套,武海中华名城,凤祥大道800号（实验小学旁）,2016年建成,,塔楼,成都市清华坊楼宇服务有限责任公司（顾问）,2栋
716户,成都置信实业（集团）有限公司,http://zhixinxiangyilidou.fang.com/,11221,2套,置信香颐丽都,天乡路二段88号,2008年建成,,板楼,成都置信合智物业,125栋
6624户,四川温资房地产开发投资有限公司,http://wengehuahuayuan.fang.com/,13359,154套,温哥华花园一期,长江路1号（航空港）,2005年建成,,板塔结合,四川温资物业管理有限公司,17栋
1330户,成都鸿祥置业有限公司,http://huayuanwj.fang.com/,10739,4套,温江花语岸,春江南路160号,2014年建成,,塔楼,成都瑞合物业有限公司,8栋
40户,成都市盛鑫房地产开发有限责任公司,http://guojishequfhh.fang.com/,10096,0套,凤凰湖国际社区,凤凰大道三段（凤凰湖湿地公园对面）,2013年建成,,板塔结合,四川盛德物管公司,2栋
2400户,成都国创置业有限公司,http://tamiyazt.fang.com/,14461,101套,中铁塔米亚,郫县国宁东路1188号,2014年建成,,板塔结合,鑫天禹物业公司,14栋
1806户,成都棠湖泊林城房地产开发有限公司,http://nanjunthblc.fang.com/,14245,9套,棠湖泊林城,华府大道三段300号,2016年建成,,板塔结合,泓济物业发展有限公司,7栋
946户,"
										,
									",http://shuxiangfudi028.fang.com/,14131,64套,书香府邸,天目路196号,2000年建成,,塔楼,成都兴泰置业有限公司,9栋
1892户,"
										,
									",http://taoyuanliuan.fang.com/,8697,6套,桃园柳岸,望丛西路261号,2011年建成,,板楼,成都桃源置业有限公司,34栋
1208户,成都双华通缆有限公司,http://shuanghualugang.fang.com/,16121,53套,双华麓港,成都市天府大道2036号,2009年建成,,板塔结合,信茹物业,3栋
996户,蓝光集团,http://zitanshanlg.fang.com/villa/,13910,6套,紫檀山,春江南路1688号,2010年建成,,"双拼,叠拼",成都嘉宝物业管理公司,52栋
1554户,成都森宇实业集团有限公司,http://yinyuehuayuansy.fang.com/,9311,72套,森宇音乐花园,温泉大道一段558号,2004年建成,,板楼,森宇物业,29栋
660户,四川瑞升实业集团有限公司,http://ruishengmingyuan.fang.com/,10683,30套,瑞升明院,航空港临港路33号,2009年建成,,板塔结合,成都瑞德物管公司,1栋
2316户,成都市圣采置业有限责任公司,http://shengcaiboshang.fang.com/,13159,9套,圣采泊尚,北三路（杜家七队公交站西北方向500米处）,2015年建成,,板楼,美佳物业,13栋
1056户,成都市武侯区桂溪房地产开发公司,http://shangjinyazhu.fang.com/,17125,123套,上锦雅筑,火车南站西路25号,2006年建成,,板楼,清江物业,6栋
358户,成都裕鑫房地产开发建设公司,http://nanjun7yingli.fang.com/villa/,15689,2套,南郡7英里,姐儿堰路152号,2009年建成,,"联排,双拼",翰林物业,58栋
2772户,成都环美置业有限公司,http://meichengyuerongfu.fang.com/,17853,5套,美城悦荣府,天府新区剑南大道南段333号（伊藤高新店南行1500米）,2015年建成,,板塔结合,成都嘉诚新悦物业管理有限公司,5栋
680户,中国中铁二局集团房地产开发有限公司,http://xinjie.fang.com/,20721,52套,新界五期,太平园横二街56号,2014年建成,,板楼,中铁二局物业管理公司,9栋
6608户,上海绿地集团成都申蓉房地产开发有限公司,http://guojihuadould.fang.com/,11037,344套,绿地国际花都三期,蜀都新城南北大道,2014年建成,,板楼,重庆泓山物业,20栋
3996户,成都滕王阁房地产开发有限公司,http://ludaoguojishequ028.fang.com/4/,23505,95套,鹭岛国际四期,鹭岛路36号（鹭岛国际三区旁边）,2012年建成,,塔楼,滕王阁物业,5栋
22户,成都龙泉驿蓝光和骏置业有限公司,http://languanggongyuanhuafu.fang.com/esf/,18415,0套,蓝光公园华府,龙泉驿区成龙大道金枫路,2017-1-1,,"板楼,板塔结合",蓝光嘉宝物业,1栋
2268户,成都金强实业有限公司,http://daxuechengjq.fang.com/,10694,58套,金强大学城,南熏大道三段855号,2007年建成,,塔楼,成都市锦城物业管理有限责任公司,6栋
1614户,成都旭和房地产开发有限公司,http://luosenbaoxindian.fang.com/,15873,0套,洛森堡蝶郡,麓山大道680号（华阳客运站东侧800米）,2015年建成,,板塔结合,成都佳祥物业管理有限公司,8栋
1266户,和信房产,http://shuimutianchenghx.fang.com/,11682,1套,和信水沐天城,兴乐南路1号,2009年建成,,板塔结合,和顺物业,19栋
3117户,成都市华兴住宅房地产开发有限公司,http://xiangnanhu.fang.com/,12485,0套,香楠湖,双流涧槽中街333号,2009年建成,,板塔结合,成都双流华兴住宅物业发展有限公司,19栋
442户,四川百川房地产开发有限公司,http://lingguanyipin.fang.com/,16503,14套,领馆逸品,新下街319号,2009年建成,,塔楼,百川物业,2栋
1404户,成都旭和房地产开发有限公司,http://luosenbaoxindian2.fang.com/,15863,8套,洛森堡新殿,麓山大道310号,2013年建成,,塔楼,成都佳祥物业有限公司,4栋
1797户,成钞集团,http://chengchaojiayuan.fang.com/,7961,15套,成钞家园,新建路60号,2000年建成,,板楼,小区物业,47栋
1187户,成都鼎云房地产开发有限公司,http://dingyunguoji.fang.com/esf/,14867,0套,融城云熙,顺城大街316号,2012-05-01,,塔楼,成都鼎云物业管理有限公司,1栋
780户,成都金城冶金实业有限公司,http://qilixiaoyue.fang.com/,17408,20套,七里晓月,武侯区簇桥七里路207号（七里大道旁）,2013年建成,,"板楼,塔楼,板塔结合",小区物业,4栋
640户,成都置信实业（集团）有限公司,http://luhugongqiqu.fang.com/,14423,0套,鹭湖宫7区别墅,春江西路268号,2013年建成,,"联排,独栋",成都和达物业服务有限责任公司（置信和达）,40栋
54户,新津白云山庄园艺开发有限公司,http://135392.fang.com/,7911,0套,牧山康桥郡,牧马山花源镇紫云路（白马寺背后）,2015年建成,,"联排,独栋",四川馨城物业管理公司,38栋
2108户,成都龙湖地产,http://beichengtianjielh.fang.com/2/,21365,77套,龙湖北城天街二期,五福桥东路299号,2012年建成,,塔楼,成都龙湖物业服务有限公司,21栋
1350户,四川北亚实业发展有限公司,http://lananlijing.fang.com/,14810,45套,蓝岸丽景,华阳镇滨河路二段99号,2007年建成,,板楼,成都市昌新物业管理公司,8栋
1883户,四川成发航空科技股份有限公司,http://shangxingjinxiu.fang.com/,16864,0套,上行锦绣,荆竹坝东街333号,2010年建成,,板楼,全诚同兴物业管理公司,6栋
1162户,成都御都投资有限公司,http://kaisidunhuafu.fang.com/,8093,0套,凯斯顿华府,同华大道199号（凤凰湖湿地公园对面）,2010年建成,,板塔结合,同馨物业,8栋
453户,成都置信实业（集团）有限公司,http://xiangyilidouzx.fang.com/villa/,12476,0套,置信香颐丽都别墅,温江万春镇国色天香江安河畔,2006年建成,,联排,成都合达联行物业服务有限公司,29栋
160户,成都恒辉房地产开发有限公司,http://fenghuang1hao.fang.com/,8144,0套,凤凰1号,凤凰大道二段888号（凤凰湖公园正对面）,2013年建成,,板塔结合,成都中能物业管理有限责任公司,1栋
1813户,四川蜀道实业发展有限责任公司,http://xinshenghuolt.fang.com/esf/,10926,1套,佳年华新生活,光华大道三段江安路518号（江安河畔）,2016-05-01,,塔楼,四川通用物业有限公司,8栋
889户,成都市万帝房屋开发公司,http://jinqiuleyuan.fang.com/,8291,0套,金秋乐园,镇白云路102号,2003年建成,,塔楼,小区业主委员会自管,26栋
38户,成都万华房地产开发有限公司,http://heiyingzhuangyuan.fang.com/,46724,0套,麓山国际黑鹰庄园,麓山大道二段6号,2011年建成,,独栋,成都麓山物业管理有限公司,38栋
3366户,成都天府华侨城实业发展有限公司,http://tianebaohqc.fang.com/,23101,32套,华侨城天鹅堡,西华大道1号,2012年建成,,塔楼,深圳市华侨城物业管理有限公司成都分公司,16栋
705户,成都双流蛟龙投资有限责任公司,http://jiaolongyinzuo.fang.com/2/,10521,0套,蛟龙银座二期,新双楠大道双九路（新行政中心附近）,2011年建成,,塔楼,世纪物业,4栋
232户,中海信和（成都）物业发展有限公司,http://zhonghaifengshu.fang.com/,19615,2套,中海峰墅,羊西线蜀西路399号,2010年建成,,"联排,双拼",中海信和(成都)物业发展有限公司,37栋
32户,成都东创科技园投资有限公司,http://hanlinshijia028.fang.com/,10003,0套,翰林世家,锦绣大道南段99号（西南财大西门）,2015年建成,,板楼,成都众合为物业服务有限公司,1栋
2142户,成都市柳城泰基地产有限公司,http://guanghuaguoji.fang.com/,13792,62套,光华国际,温江仁和路188号,2013年建成,,塔楼,香港英联华物业管理公司,12栋
2457户,四川建隆实业有限公司,http://dujuancheng.fang.com/esf/,4764,5套,杜鹃城千万间,安德镇政府路1号（安德政府对面）,2012-12-01,,板塔结合,四川亿新物业管理公司,42栋
1590户,四川省遂宁市欣茂房地产开发有限公司,http://xijunlanting.fang.com/,10703,34套,西郡兰庭,犀埔镇校园路129号,2010年建成,,板塔结合,遂宁谐安物业管理有限公司,5栋
1304户,四川川大科技园（南区）开发有限公司,http://wuguojie.fang.com/,18022,31套,无国界,高新区天府二街269号,2015年建成,,板塔结合,Wealtheep,3栋
1178户,利通房产,http://chushuifuronglt2.fang.com/,15718,69套,利通出水芙蓉,新希望大道398号,2006年建成,,板楼,小区物业,24栋
2030户,成都兴元房地产开发有限公司,http://xingyuanliyuan.fang.com/,13885,164套,兴元丽园,顺和街2号（武侯立交内侧）,2004年建成,,板楼,鑫元物业,10栋
514户,成都富邦投资有限责任公司,http://banshanweicheng.fang.com/,13482,0套,半山卫城,胜利镇长兴路168号,2010年建成,,"独栋,联排,双拼",成都和达物业服务有限责任公司（置信和达）,165栋
1002户,成都市新川藏路建设开发有限责任公司,http://xinjie.fang.com/3/,24345,63套,新界三期,武阳大道二段456号,2011年建成,,板楼,成都中铁瑞城物业管理有限公司新界分公司,17栋
3517户,成都通瑞永立置业有限公司,http://yueguanghutr.fang.com/,13386,63套,通瑞月光湖,公兴镇牧华路三段259号（南天府广场旁）,2013年建成,,塔楼,通瑞物业,16栋
2028户,成都市成华区危改办,http://shangdongyihao.fang.com/2/,15556,76套,上东一号二期,荆翠中路300号,2010年建成,,塔楼,成都市创天乐物业管理有限公司,19栋
56户,成都岁宝房地产开发有限公司,http://qingchengyangguang.fang.com/,6900,0套,青城阳光,大三路79号,2003年建成,,板楼,小区物业,4栋
1699户,成都华宇业瑞地产开发有限公司,http://huayunanyuan.fang.com/,19908,85套,华宇楠苑,兆景路150号（申蓉汽车对面）,2012年建成,,板楼,华宇物业管理公司,14栋
20户,四川经都置业有限公司,http://haoyaqingchengmy2.fang.com/esf/,12152,0套,明宇豪雅青城,玉堂镇铁军路口（赵公大院旁）,2015-12-01,,板楼,成都明宇物业有限公司,2栋
10户,成都中铁置业有限公司,http://xijunyinghuazt.fang.com/esf/,12958,0套,西郡英华涧桥郡组团,红光港通北一路567号（距成灌快铁600米）,2012-06-01,,联排,成都中铁瑞城物业管理有限公司郫县分公司,4栋
2078户,保利地产,http://xiangbinguanghuabl.fang.com/,23550,179套,保利香槟光华,光华东五路255号,2014年建成,,塔楼,保利物业,11栋
开金路188号,"
										,
									",http://jinfurongsd.fang.com/,8020,0套,胜地金芙蓉,20栋,2007年建成,,580户,成都民和房地产开发有限公司,成都嘉迅物业公司
2068户,四川中房鸿都汇友置业有限公司,http://ouzhouyinxiang.fang.com/,14690,64套,欧洲印象,航空港机场路（家园国际酒店旁）,2012年建成,,板塔结合,成都怡美物业有限公司,6栋
4305户,成都玉屏房产开发公司,http://nanyangshengshi.fang.com/,15136,42套,南阳盛世,广都上街138号,2011年建成,,板塔结合,福美乐,14栋
1668户,保利（成都）实业有限公司,http://gongyuan198bl.fang.com/,12727,118套,保利198玫瑰郡,三河紫桐路255号,2017年建成,,"板楼,塔楼",广州保利物业有限公司成都分公司,14栋
13户,成都青城置信房地产开发有限公司,http://294864.fang.com/,9185,0套,置信芙蓉青城,青城前山山门南侧约800米,2009年建成,,联排,成都蜀信物业服务有限公司,2栋
1406户,中国铁建房地产四川有限公司,http://044282.fang.com/,34661,64套,西派国际,锦城大道1288号（锦城大道大道与剑南大道交汇处）,2016年建成,,板楼,中国铁建（北京）物业管理有限公司成都分公司,13栋
2037户,成都鸿懋投资有限责任公司,http://xilongwan028.fang.com/,13084,13套,玺龙湾,南熏大道一段侧320号（光华大道和南熏大道交汇处）,2016年建成,,板楼,合力物业,15栋
1710户,"
										,
									",http://ouchengtzl.fang.com/,26732,150套,桐梓林欧城,桐梓林南路7号,2009年建成,,板楼,四川鑫澜房地产开发有限责任公司,10栋
2373户,成都世茂房地产开发有限公司,http://yujinwansm.fang.com/,26781,93套,世茂玉锦湾,猛追湾横街188号,2014年建成,,板楼,世茂物业,20栋
980户,成都东方名园房地产有限公司,http://kangjun2028.fang.com/,23701,68套,康郡,锦华路二段36号,2007年建成,,板楼,四川忠信物业管理有限公司,27栋
3742户,上海绿地集团成都金牛房地产开发有限公司,http://lvdishijicheng.fang.com/,17603,117套,绿地世纪城,韦家碾一路24号,2016年建成,,塔楼,成都嘉诚新悦物业管理有限公司,18栋
2182户,成都武候房地产开发有限公司,http://guojihuayuan.fang.com/,17830,152套,国际花园,永丰路24号附1号,2004年建成,,板楼,合力物业,13栋
1854户,中铁八局集团成都中泰房地产开发有限公司,http://ruijingyichengzt.fang.com/,20247,87套,中铁瑞景颐城,培风村10组成飞大道383号,2014年建成,,板塔结合,成都耐心物业管理有限公司,8栋
109户,成都万华房地产开发有限公司,http://cuiyunling.fang.com/,22773,0套,麓山国际翠云岭,南延线麓山大道二段6号,2010年建成,,"独栋,叠拼",成都麓山物业管理有限公司,109栋
4027户,成都东立置业有限公司,http://dongliguojiguangchang.fang.com/,10944,68套,东立国际广场,羊子山路68号,2011年建成,,塔楼,东立物业,5栋
228户,成都泽瀚置业有限公司,http://zehanfengjing.fang.com/esf/,7496,0套,泽瀚峰景,电子路西延线,2012-01-01,,板塔结合,成都泽瀚物业服务有限公司,3栋
391户,保利地产,http://lafeizhuangyuanbl.fang.com/villa/,20281,2套,保利198拉斐庄园,北三环路蜀龙路,2011年建成,,独栋,保利物业,387栋
165户,成都中航阳光地产有限公司,http://yunlinggaoerfuzh.fang.com/villa/,10678,0套,中航云岭高尔夫别墅,云岭路（牧马山四川国际高尔夫球场附近）,2006年建成,,独栋,中航物业管理有限公司,163栋
200户,置信大华房产,http://liuchengyiyuanzx.fang.com/,9040,9套,置信柳城谊苑,两河路东段18号,2003年建成,,板楼,成都洁华物业管理有限公司,6栋
114户,成都中铁建投资有限公司,http://xipailananzgtj.fang.com/esf/,31027,0套,中国铁建西派澜岸,天府一街1566号 （剑南大道与天府一街交汇西侧）,2015-12-01,,塔楼,中铁建（北京）物业管理有限公司成都分公司,3栋
1536户,四川华阳建筑安装有限公司,http://yujingtaibl.fang.com/,16790,38套,保利御景台,正北下街168号,2005年建成,,板楼,宏庆物业,6栋
1980户,成都盛吉立房地产开发有限公司,http://zhuojincheng.fang.com/5/,21605,116套,卓锦城五期,国香街593号,2011年建成,,塔楼,成都家园物业管理公司,9栋
1573户,中房成都房地产开发有限公司,http://xuefuhaitangzf.fang.com/,11667,25套,中房学府海棠,天润路777号,2013年建成,,塔楼,中房物业管理,8栋
1046户,成都中普实业有限公司,http://yufuhuadu.fang.com/,19989,49套,御府花都,天泰路47号,2005年建成,,板塔结合,成都蓝光嘉宝易居物业管理有限公司,3栋
2804户,鑫苑置业（成都）有限公司,http://xinyuanmingjia.fang.com/2/,18663,55套,鑫苑名家二期,茶花街488号,2011年建成,,塔楼,小区物业,8栋
1564户,成都有为置业有限公司,http://zhengchenglafei.fang.com/,18819,75套,正成拉斐,金牛区兴科北路8号,2012年建成,,板塔结合,成都市中骏物业管理有限公司,10栋
540户,中国中铁八局集团房地产开发有限公司,http://aoweierzt.fang.com/2/,11213,0套,中铁奥维尔二期,梨园路一段528号,2013年建成,,塔楼,四川力宝企业管理有限公司,3栋
694户,成都市中天盈房地产开发有限公司,http://yufeng028.fang.com/,29911,58套,誉峰一期,万象南路360号（新益州城市广场西侧）,2018年建成,,板楼,广州市宁俊物业管理有限公司成都分公司,15栋
204户,中海信和（成都）物业发展有限公司,http://zhgjltbs.fang.com/,22813,4套,中海国际林汀别墅,碧林街533号,2008年建成,,联排,成都中海物业管理有限公司,32栋
2688户,上海盛源房地产（集团）有限公司,http://yiduguoji.fang.com/,20105,133套,逸都国际,长乐路456号,2011年建成,,板塔结合,盛源物业,10栋
1331户,成都飞大置业有限公司,http://xichenggongguan.fang.com/,18344,70套,西城公馆,一品天下大街339号,2010年建成,,塔楼,四川威尔斯物业有限公司,1栋
1162户,成都金强实业有限公司,http://yintan.fang.com/,11700,0套,银滩,南熏大道与杨柳西路交汇处（地铁4号线杨柳河站旁）,2015年建成,,板塔结合,成都住邦物业有限公司,4栋
1242户,蓝光集团,http://xiangruihu.fang.com/,13310,1套,香草国际,鹏程路1099号,2007年建成,,塔楼,成都嘉宝东方物业管理有限公司,7栋
1362户,成都兴元房地产开发有限公司,http://xingyuanhuasheng028.fang.com/,14847,0套,兴元华盛一期,荆竹南街266,2007年建成,,塔楼,鑫元物业,4栋
318户,成都远鸿房地产开发有限公司,http://xiangsongdao.fang.com/,19235,6套,香颂岛,花香街222号,2006年建成,,"联排,双拼",万盛物业,52栋
2669户,成都万科国宾置业有限公司,http://jinyuxilingwk.fang.com/,19056,106套,万科金域西岭,金牛金耀璐158号,2012年建成,,塔楼,成都万科物业服务有限公司,27栋
2480户,四川嘉祥房地产开发有限公司,http://dushijiayuanyc.fang.com/,21172,56套,育才都市家园,晨辉路166号,2004年建成,,塔楼,忠信物业公司,23栋
3549户,成都融创置地有限公司,http://nanhuyijiarc.fang.com/,17657,2套,融创南湖逸家,剑南大道延线（南湖公园附近）,2017年建成,,塔楼,成都国嘉物业管理有限公司,22栋
940户,成都荣富房地产开发有限公司,http://xichengshangjinrf.fang.com/,22915,18套,荣富西城尚锦,光华大道一段光华东三路580号 (大公园旁）,2015年建成,,板塔结合,成都金房物业服务有限公司,7栋
1462户,成都青羊蓝光和骏置业有限公司,http://cocomichenglg.fang.com/,25611,37套,蓝光COCO蜜城,内光华贝森路(宽庭公园旁）,2014年建成,,塔楼,蓝光嘉宝物业管理有限公司,7栋
1408户,绿地集团,http://giczhongyangguangchangld.fang.com/,27293,2套,绿地GIC成都中央广场,二环路南一段20号（科华中路）,2016年建成,,塔楼,成都嘉诚新悦物业管理有限公司,3栋
3632户,"成都武侯中泓房地产开发有限公司 , 成都武侯正惠房地产开发有限公司",http://jinshuangnanlg.fang.com/,13624,1套,蓝光金双楠,西三环外永康路（武侯西南医院对面）,2016年建成,,塔楼,蓝光嘉宝物业服务公司,16栋
240户,香港九龙仓集团,http://yongjinhuijlc.fang.com/esf/,24653,8套,九龙仓擎天半岛,东大街锦东路399号（牛市口派出所旁）,2013-01-01,,塔楼,九龙仓物业管理公司,3栋
1525户,中房成都房地产开发总公司,http://jinniuhuayuan.fang.com/,14523,6套,金牛花园,黄金路222号,2009年建成,,板楼,中房聚朋物业,7栋
696户,成都诚裕房地产开发有限公司,http://liuxiliyuanzs.fang.com/,12030,30套,宗申流溪丽园,长江路一段8号,2007年建成,,板楼,成都红谷物业管理有限公司,20栋
1680户,成都人居置业有限公司,http://tianfumingju.fang.com/,16880,120套,天府名居,天顺路66号（消防总队对面）,2006年建成,,板楼,成都润锦城物业管理有限公司,11栋
1325户,成都金融城投资发展有限责任公司,http://rongjincheng.fang.com/,11997,37套,融锦城,羊子山路88号（洪山路与驷马桥路交叉口处）,2014年建成,,板塔结合,成都花园物业管理公司,5栋
1090户,四川瑞通（香港独资）实业发展有限公司,http://shuangnanmingcheng.fang.com/,16243,76套,双楠名城,永盛北街1号,2003年建成,,板楼,四川铭瑞物业管理有限公司,22栋
2275户,成都市一方投资有限公司,http://hailunguoji028.fang.com/,12208,0套,海伦国际,电子路172号（博海路和电子路交汇处）,2016年建成,,板楼,广东中颐物业,6栋
896户,上海绿地集团成都申蓉房地产开发有限公司,http://ldgjhdsq.fang.com/,10779,106套,绿地国际花都一期,西四环蜀都新城创智东二路68号,2015年建成,,塔楼,绿安物业,5栋
3024户,成都金河谷置业有限公司,http://ruitaizhuangyuan.fang.com/esf/,14383,0套,世豪金河谷五期,光华大道三段涌泉镇191号(春天阳光酒楼旁),2016-1-01,,"板楼,塔楼",世豪新瑞集团,18栋
652户,成都旭阳房地产开发有限公司,http://yueguangchengpin.fang.com/,18081,40套,月光诚品,武侯大道双楠段100号,2011年建成,,板塔结合,四川忠信物业管理公司,4栋
576户,成都交通投资集团有限公司,http://xinnanzhongxin.fang.com/zhuzhai/,20903,16套,新南中心,都会路55号,2014年建成,,塔楼,小区物业,1栋
514户,成都华业物业发展有限责任公司,http://xinbiyuan2.fang.com/,14433,3套,新碧园,大件路白家段17号（白家车管所侧）,2014年建成,,板塔结合,成都华益物业管理有限责任公司,6栋
1854户,成都中鹏房地产开发有限公司,http://weiyenahuayuantianlai32.fang.com/,8780,14套,维也纳花园,马超东路2号,2009年建成,,塔楼,中林物业,14栋
738户,成都中铁二局宏源房地产综合开发有限公司,http://hemujiayuan.fang.com/,17256,24套,和睦人家一期,金房苑东路1号,2002年建成,,板楼,成都中铁宏源物业管理有限公司,15栋
858户,四川聚仁房地产有限公司,http://xiyanjinxiu.fang.com/,17090,21套,西延锦绣,蜀明西路2号,2003年建成,,板楼,小区物业,10栋
370户,四川省红帆房地产开发有限公司,http://fenglinjiarihf.fang.com/,15966,19套,红帆风林假日,蜀西路20号,2004年建成,,板楼,成都尚品物业,12栋
328户,九州地产,http://jinsegangwanjz.fang.com/,7310,0套,九州金色港湾,凤祥大道78号（成绵高速青白江出入口200米处，国税局旁）,2013年建成,,"板楼,塔楼",九州物业,2栋
1620户,成都鑫苑万卓置业有限公司,http://nanhuxinyuanxinjia.fang.com/,17104,21套,南湖鑫苑鑫家,天府新区牧华路口,2016年建成,,塔楼,鑫苑物业,6栋
660户,成都利贞实业有限公司,http://xiangyangmingyuan.fang.com/,9668,13套,向阳茗苑,凤溪大道中段198号,2003年建成,,板楼,安居物业,29栋
95户,成都金强实业有限公司,http://liulangwanjq.fang.com/,6927,0套,金强柳浪湾,柳南一路93号,2007年建成,,板楼,小区物业,5栋
540户,"
										,
									",http://shangfengruiting.fang.com/,10035,21套,上风瑞庭,花土路69号,2004年建成,,板楼,小区物业,7栋
1525户,润扬房产,http://xuefujiayuan028.fang.com/,10260,34套,学府嘉苑,长江路三段6号,2007年建成,,板楼,成都朋友物业管理有限公司,31栋
2603户,成都市新华能实业有限公司,http://shangganglingdi.fang.com/,11868,1套,尚港领地,西航港经济开发区长城路2段333号（锦丽园别墅旁）,2014年建成,,板塔结合,成都平安物业有限责任公司,8栋
1230户,成都市腾启房地产开发有限公司,http://suoerlongzhou.fang.com/,9056,3套,索尔龙舟,静渝路2号,2012年建成,,塔楼,香港戴德梁行物业管理公司,1栋
746户,成都天祥房地产开发有限公司,http://shahebeian.fang.com/,12451,17套,沙河北岸,双荆路8号（青冈路与双荆路交汇处）,2006年建成,,板楼,成都天顺物业管理有限责任公司,11栋
875户,四川合力房地产开发有限公司,http://bakelarsl.fang.com/,11389,14套,榕树岭,南熏大道三段69号,2011年建成,,塔楼,香港悦华置地,4栋
2户,成都万华新城发展股份有限公司,http://luhuchenxianggu.fang.com/,34356,0套,麓湖生态城沉香谷,天府大道南一段（麓湖生态城）,2015年建成,,独栋,成都麓山物业管理有限公司,1栋
1690户,成都银传投资有限公司,http://tianxiang.fang.com/,23780,17套,朗基天香,天府五街488号,2016年建成,,塔楼,成都朗基房地产项目投资管理有限公司,7栋
888户,四川启明星房地产开发有限公司,http://qiminghuayuan.fang.com/,8295,65套,启明花园,犀团路441号,2003年建成,,板楼,成都恒安五洲物业管理公司,31栋
85户,上海绿地集团成都锦江房地产开发有限公司,http://lvdijintianfubieshu.fang.com/,22898,1套,绿地锦天府别墅,通盈路88号,2013年建成,,叠拼,成都嘉诚新悦物业管理有限公司,27栋
1568户,蓝光集团,http://languangxiangjing.fang.com/,16366,27套,蓝光香境,凤凰北大街666号,2008年建成,,塔楼,嘉宝物业,34栋
872户,精诚房产,http://lingxiudujiang.fang.com/,9390,0套,岭秀都江,文荟路107号,2010年建成,,板楼,英联华（香港）物业顾问有限公司,5栋
2831户,龙湖地产,http://sanqianchenglh.fang.com/,26598,164套,龙湖三千城,二环路东二段1号,2010年建成,,塔楼,成都龙湖物业服务有限公司,9栋
