house_count,kfs,url,price,cj_count,name,location,year,coordinate,build_type,wy,build_count
1884户,成都锦城佳业房地产开发有限公司,http://lijinggongguanjzy.fang.com/,12935,9套,佳兆业丽晶公馆,光华大道同兴东路（地铁4号线伊藤旁）,2016年建成,,塔楼,成都佳兆业物业管理有限公司,3栋
1113户,成都晶宝实业有限公司,http://weijiniyajb.fang.com/,10164,45套,晶宝维吉尼亚,广场路北二段101号,2012年建成,,塔楼,成都富雅物业服务有限公司,4栋
778户,成都旭和盛房地产开发有限公司,http://jinnanbinfen.fang.com/,16644,2套,金楠缤纷,武侯区顺兴路(簇锦派出所旁边),2015年建成,,板塔结合,成都佳祥物业管理有限公司,4栋
1025户,成都金河谷置业有限公司,http://jinhegu.fang.com/,14643,75套,金河谷一期,温江凤凰北大街18号,2010年建成,,板楼,成都世豪新瑞物业服务有限公司,6栋
630户,成都弘坊置业有限责任公司,http://wantonggewaijd.fang.com/,12822,77套,交大万通格外,董家湾南街8号,2011年建成,,塔楼,成都交大智能物业管理有限公司,3栋
304户,"
										,
									",http://jinshashunyuan.fang.com/,24810,4套,金沙顺苑,金鹏街29号,2005年建成,,塔楼,成都长顺房屋开发有限责任公司,5栋
130户,"
										,
									",http://hangtiandayuan.fang.com/,6737,4套,航天大院,温江区航天路75号,1996年建成,,板楼,小区物管,6栋
滨河路西江河畔,"
										,
									",http://shuilianyiyj.fang.com/,9187,0套,愿景水涟漪,8栋,板楼,,1103户,四川愿景实业有限公司,四川景瑞房产经营管理有限公司
2350户,成都政建置业有限公司,http://haikemingcheng.fang.com/,10394,133套,海科名城,海科路1号(西南财经大学柳林校区附近）,2011年建成,,塔楼,成都海科物业管理公司,18栋
90户,兴诚鑫置业有限公司,http://shuxiangbieyuanxc.fang.com/,7439,0套,兴诚书香别院,菁华路116号（凤凰湖湿地公园对面）,2011年建成,,板楼,兴诚鑫物业管理有限公司,4栋
168户,康居地产,http://waihuachengxiaoqu.fang.com/,12865,5套,外化成小区,二环路西三段80号,1998年建成,,板楼,小区物管,6栋
936户,成都棠湖屋业发展有限公司,http://bolinxiaozhenth.fang.com/,10026,8套,棠湖泊林小镇,德通桥路28号,2007年建成,,板楼,成都泓济物业管理有限责任公司,25栋
84户,四川中锐置业有限公司,http://995026.fang.com/,6629,0套,山水丽都,岷江大道888号（余波桥街口）,2015年建成,,板塔结合,成都新津望阳物业有限公司,5栋
2232户,成都蜀信实业有限公司,http://shijiguanghua.fang.com/,10155,115套,世纪光华,花都大道888号,2008年建成,,塔楼,森鸿物业管理有限公司,13栋
12户,成都英华运动休闲产业开发有限公司,http://bailuzhouqc.fang.com/zhuzhai/,6243,0套,青城白鹭洲,豪生路2号,2001年建成,,板楼,香港浩盈物业管理有限公司,1栋
2222户,成都人居置业有限公司,http://dushiyangguangrj.fang.com/,11389,67套,人居都市阳光,航空路西段68号,2010年建成,,板塔结合,成都润锦城实业有限公司,15栋
2294户,四川通惠房地产开发有限责任公司,http://qicaihuadu.fang.com/2/,11856,33套,七彩花都二期,花都大道西段588号,2006年建成,,板楼,成都仁和春天物业管理有限公司,18栋
462户,成都蜀源房地产开发有限公司,http://qimingxiyuan.fang.com/,14737,14套,启明西苑,蜀汉路346号13、14栋,2000年建成,,板楼,小区物业,2栋
8400户,成都齐力房地产开发公司,http://qilihuayuan2.fang.com/,17637,64套,齐力花园,青羊大道318号,2001年建成,,板楼,成都市嘉怡物业管理有限责任公司,72栋
1103户,成都万科倍富置业有限公司,http://langrunyuanwk028.fang.com/,14001,93套,万科朗润园,凤凰北街21号,2007年建成,,板楼,成都万科物业管理有限公司,3栋
784户,"
										,
									",http://tianshengluxiaoqu.fang.com/,8447,0套,天生小区,龙泉天生路192号,2002年建成,,板楼,天盛物业,19栋
2517户,成都品元投资管理有限公司,http://linxikangcheng.fang.com/esf/,7888,0套,林溪康城,同安街办（阳光城）幸福大道（国一澳乡别墅南侧）,2017-12-01,,塔楼,法士达物业,8栋
196户,成都龙湖西锦置业有限公司,http://yuanzhulh.fang.com/,27671,0套,龙湖源著别墅,金牛区两河西三路,2016年建成,,"独栋,双拼,叠拼,空中别墅",成都龙湖物业服务有限公司,4栋
600户,龙光地产控股有限公司（成都市龙光金骏置业有限公司）,http://junyuehuatinglg028.fang.com/,10192,1套,龙光君悦华庭,蜀都新城中信大道顺河路口（中信未来城南侧）,2016年建成,,塔楼,广东龙光集团物业管理有限公司成都分公司,3栋
542户,成都蓝润航瑞置业有限公司,http://guanghuachuntianlr.fang.com/esf/,8515,0套,蓝润光华春天,光华新城凤凰北大街与江宁路交汇处,2017-12-01,,板塔结合,四川远鸿物业管理有限公司,2栋
344户,成都皇朝置业有限公司,http://lankawei.fang.com/,7057,0套,兰卡威,二环外侧走马河畔（安达路）,2011年建成,,板楼,重庆鸿山物业管理有限公司,5栋
246户,成都新都蓝光房地产开发有限公司,http://huamantinglg.fang.com/3/,13264,1套,蓝光花满庭三期,三环路北新干道东（大天路旁）,2016年建成,,塔楼,蓝光嘉宝物业管理有限公司,2栋
13户,都江堰市青城旅游开发有限责任公司,http://jiariqingcheng.fang.com/villa/,10120,0套,假日青城别墅,白鹤路3号,2012年建成,,联排,中铁二局物业管理公司,2栋
1915户,成都同森锦城投资有限公司,http://jianawan.fang.com/4/,16705,15套,戛纳湾金棕榈,剑南大道南端（欧尚斜对面）,2016年建成,,板塔结合,飞森物业,8栋
671户,成都福睿金沙置业有限公司,http://lanshengjinsha.fang.com/,24514,78套,揽胜金沙,清江西路90号,2011年建成,,塔楼,成都维宇物业发展有限公司,1栋
2374户,"成都望丛房地产开发有限公司 , 成都新达远房地产开发有限公司",http://longnianguojizhongxinhyn.fang.com/,9474,0套,花样年龙年国际中心,郫花路299号（郫花路与关柏路交汇处）,2015年建成,,"板楼,板塔结合",花样年彩生活物业公司,9栋
1219户,上海绿地集团成都公司,http://haipoxiangting.fang.com/,18014,90套,海珀香庭,红牌楼路1号,2010年建成,,板楼,第一太平戴维斯,4栋
1176户,成都宏达众成房地产开发有限公司,http://shijilijinghd.fang.com/,13800,0套,宏达世纪丽景,双华路4段688号（三江公园旁）,2015年建成,,板塔结合,四川宏达世纪物业服务有限公司,7栋
5058户,四川名著房地产开发有限公司,http://chengduheyuan.fang.com/3/esf/,10608,1套,成都合院公园里,西源大道1313号（电子科大清水河校区南大门旁）,2016-12-01,,板塔结合,成都名著物业管理有限公司,18栋
276户,成都睿科房地产开发有限责任公司,http://gelincheng.fang.com/esf/,15567,0套,格林城,长顺大道一段（长顺家园旁）,2017-06-01,,"板楼,板塔结合",成都双流百信物业管理有限责任公司,4栋
200户,成都星慧置业有限公司,http://ouxiangxiaozhen.fang.com/,16146,4套,欧香小镇别墅,剑南大道南段669号,2010年建成,,"联排,双拼",成都市智申物业管理有限公司,51栋
912户,"
										,
									",http://chengshilvzhou028.fang.com/,14252,58套,城市绿舟花园,长庆路1号,2004年建成,,板楼,成都利达房地产开发公司,18栋
462户,成都市明阳房地产开发有限公司,http://jiazaihuilangmy.fang.com/,16028,35套,明阳家在回廊,蜀汉路367号,2004年建成,,板楼,成都尚品物业,8栋
1275户,成都金辉居业置业有限公司,http://jinhuiyuefu028.fang.com/,12405,3套,金辉悦府,百草路7号（西芯大道与迪康大道交界处）,2015年建成,,塔楼,北京金辉锦江物业服务有限公司成都分公司,7栋
2076户,成都致诚置业有限公司,http://balidushi028.fang.com/,14297,8套,巴黎都市,机场路近都段77号（西南化工设计院旁）,2015年建成,,板塔结合,嘉秀物业,7栋
1562户,四川大亨实业发展有限公司,http://qinglongwancj.fang.com/,8219,24套,春江青龙湾,春江南路168号,2011年建成,,塔楼,成都同盛物业公司,19栋
416户,保利成都实业有限公司,http://ziweihuayubl.fang.com/,13388,0套,保利紫薇花语,大面街道车城西三路以西、经开区南一路以南(川师成龙校区旁),2016年建成,,塔楼,保利物业成都分公司,2栋
1654户,成都鑫港房地产开发有限公司,http://juelingoucheng.fang.com/esf/,11478,11套,爵领欧城,蜀龙大道三河场口（保利公园198旁）,2016-05-01,,塔楼,成都天天佳物业服务有限公司,7栋
706户,成都利贞实业有限公司,http://yinchenghuashujian.fang.com/,4358,0套,寿安银城,寿安段生态大道876号（寿安镇附近）,2009年建成,,板楼,宏鹏物业,5栋
725户,成都华翊龙房地产开发有限公司,http://zhongyangluzhoujf.fang.com/,25287,27套,建发中央鹭洲,南华路188号（天府二街与荣华北路交汇处）,2015年建成,,塔楼,怡家园物业管理有限公司,5栋
882户,成都市嘉锦置业有限公司,http://jianianhuayufu.fang.com/,15883,9套,嘉年华国际社区,天府大道旁老成仁路77号（远大都市风景旁）,2014年建成,,板塔结合,四川威德物业有限公司,5栋
708户,成都华翊龙房地产开发有限公司,http://feicuiluzhoujf.fang.com/,22603,1套,建发翡翠鹭洲,成都市高新区天府四街与南华路交界处,2016年建成,,塔楼,怡家园物业管理有限公司,3栋
272户,成都金房集团有限公司,http://jinfangxingzuo.fang.com/,19951,0套,金房星座,金房苑东路69号,2003年建成,,板楼,成都金房集团有限公司,1栋
1188户,蓝光集团,http://kailibinjiang.fang.com/,19906,40套,凯丽滨江,天环街680号,2009年建成,,板楼,成都嘉宝东方物业管理有限公司,4栋
193户,"
										,
									",http://jinqianghuisuo.fang.com/,7357,0套,金强会所花园,柳城镇二支道,2005年建成,,板楼,温江金强住邦物业,17栋
349户,成都市兴益房地产开发有限公司,http://jinliyuan028.fang.com/,13511,1套,锦丽园,长城路二段228号,2007年建成,,联排,成都锦丽园物业管理公司,215栋
368户,成都和谐房地产,http://jinjuhuayuan.fang.com/,14639,19套,金桔花园一期,交大路186号,2000年建成,,板楼,成都华居物业管理有限公司,9栋
474户,华都控股.四川华都置业有限公司,http://xinggongguanhd028.fang.com/,12459,17套,华都星公馆,武青南路10号（与武青东二路交口）,2004年建成,,板楼,四川华都置业有限公司,7栋
204户,成都北大资源地产有限公司,http://xishanyuebdzy.fang.com/,9573,0套,北大资源溪山樾,成都市新津县牧马山花源镇（雪源山庄附近）,2015年建成,,"联排,独栋",北大资源物业管理有限公司,41栋
25户,成都金河谷置业有限公司,http://jinhegubieshu.fang.com/,15853,1套,金河谷别墅,温江凤凰北大街18号,2010年建成,,独栋,成都世豪新瑞物业服务有限公司,9栋
1068户,成都国嘉志得置业有限公司,http://076564.fang.com/,23056,36套,锦江逸家,南三环一段(四海公园旁),2015年建成,,塔楼,四川省国嘉物业服务有限公司,6栋
2124户,中海兴业（成都）发展有限公司,http://longwanbandaozh.fang.com/,25092,177套,中海龙湾半岛,龙腾中路8号,2009年建成,,板塔结合,成都中海物业管理有限公司,9栋
1457户,龙昌综合开发（成都）有限公司,http://shidaixiaozhenjlc.fang.com/,14072,31套,九龙仓时代小镇,双楠大道与绕城高速交界处（新双楠奥特莱斯旁）,2016年建成,,板楼,九龙仓物业管理公司,24栋
1753户,"
										,
									",http://baigedaoshang.fang.com/,14495,117套,白鸽岛尚,蜀西南三路19号,2008年建成,,板楼,成都市瑞阳房地产开发公司,9栋
288户,成都华弥置业有限公司,http://huamulin.fang.com/,11423,3套,花木林,万寿路26号（机投小学右侧）,2006年建成,,板楼,成都华弥置业有限公司,2栋
840户,成都兴千业房地产开发有限公司,http://bishuixinju.fang.com/,7564,2套,碧水馨居,柳城新南路218号,2006年建成,,板楼,嘉丽来物业,13栋
1955户,成都长城实业集团有限公司,http://youkelianbang.fang.com/3/,22419,120套,优客联邦三期,武侯区长城西一路39号,2012年建成,,板塔结合,和诚梵景,6栋
414户,中海兴业（成都）发展有限公司,http://zhonghaibuluoge.fang.com/,13874,1套,中海部落阁,泰和二街371号,2011年建成,,塔楼,中海兴业（成都）发展有限公司,1栋
2356户,四川温资房地产开发投资有限公司,http://wengehuahuayuan.fang.com/4/,14255,2套,温哥华花园四期,机场路常乐路二段52号,2013年建成,,塔楼,四川温资物业管理有限公司,25栋
174户,成都西南航空房地产开发有限责任公司,http://yiyuanxiangshe.fang.com/,9906,0套,逸源香舍,双流牧马山云岭路6号,2008年建成,,独栋,成都家园物业管理公司,156栋
885户,成都新筑鸿鹄置业有限公司,http://033134.fang.com/,10931,0套,新筑巴伦西亚鼎峰,希望东路99号（龙王渡小区旁）,2016年建成,,板塔结合,成都全程物业服务有限公司,8栋
10284户,成都中冶堰景置业有限公司,http://zhongyeyanjing.fang.com/,7613,0套,中冶堰景,彩虹大道北段348号,2010年建成,,板楼,成都成沁,30栋
1080户,蓝光发展,http://shengfeiyuechenglg.fang.com/,13325,1套,蓝光圣菲悦城,大件路与黄河中路二段交汇处（四川大学江安校区学生东园旁）,2017年建成,,板塔结合,蓝光嘉宝物业管理有限公司,5栋
2447户,四川同泰置地有限责任公司,http://guojishequysw.fang.com/,6078,2套,源上湾国际社区,北新干道毗河畔（香城大桥旁）,2016年建成,,板塔结合,同泰物业,13栋
1户,成都万华新城发展股份有限公司,http://heizhenzhulhstc.fang.com/,60387,0套,麓湖生态城黑珍珠,天府大道南一段麓湖生态城,2013年建成,,独栋,成都麓山物业管理有限公司,1栋
496户,成都蓝润创汇置业有限公司,http://vkedongqulr.fang.com/,20483,1套,蓝润V客東区,建设南路与建设南支路交汇处(东郊记忆旁),2016年建成,,塔楼,四川远鸿物业管理有限公司,2栋
1584户,成都汉邦置业有限责任公司,http://chengduyizhen.fang.com/,6143,1套,成都一镇,成金青快速通道（泰兴镇政府对面）,2014年建成,,塔楼,成都欣欣物业服务有限公司,7栋
910户,四川省博远置业有限责任公司,http://shangcengjianzhu028.fang.com/,18174,18套,上层建筑,蜀汉路426号,2008年建成,,塔楼,第一太平戴维斯,1栋
484户,"
										,
									",http://chengshibokeyangguangli.fang.com/,19208,30套,城市博客阳光里,安蓉路139号,2009年建成,,板塔结合,成都市兴蓉投资有限公司,2栋
904户,蓝光集团,http://fulichenglg.fang.com/,15532,16套,蓝光富丽城,二环路北三段245号,2005年建成,,板楼,嘉宝物业,5栋
1144户,四川源锋房地产开发有限公司,http://shuipanjingdian.fang.com/,19799,25套,水畔经典,驷马桥路14号,2009年建成,,塔楼,人聚天源物业,6栋
1017户,成都新剑创房地产开发有限公司,http://qilixixiang.fang.com/,6334,0套,七里溪香,同华大道177号,2010年建成,,板楼,小区物业,5栋
961户,招商（蛇口）成都房地产开发有限责任公司,http://shouzuo028.fang.com/,20686,52套,首座,人民南路四段48号,2010年建成,,板楼,成都上实锦绣管理有限公司,3栋
838户,利通房产,http://shangyoushuianlt.fang.com/,12833,19套,利通上优水岸,长江路一段2号,2006年建成,,板楼,成都合力物业管理有限公司,9栋
1452户,成都市华兴房屋开发公司,http://cuiyongtiandi.fang.com/,14408,15套,翠拥天地,双流县华府大道一段1009号,2005年建成,,板楼,成都加成物业管理有限公司,61栋
1550户,成都佳州房地产开发有限公司,http://linglongjun.fang.com/,18429,92套,玲珑郡,金履四路58号,2012年建成,,塔楼,北京有彬物业（成都）分公司,8栋
408户,成都万伦房产开发有限公司,http://liquanjiangnan.fang.com/,10864,6套,丽泉江南,北泉路459号,2003年建成,,板楼,成都万伦物业有限公司,17栋
1456户,成都嘉汇置业有限公司,http://zhangjuyuanjd.fang.com/,11067,17套,交大樟菊园,犀浦校园路820号,2014年建成,,塔楼,四川华纬物业有限公司,8栋
143户,成都市兴盛房屋开发公司,http://lanyuanyaju.fang.com/,43805,9套,兰苑雅居,大华街6号（龙欣路与大华街交界处）,2003年建成,,板楼,金港物业,3栋
110户,新西兰康居锦湾（成都）房地产开发有限公司,http://tianjiaoxingchengkj.fang.com/,7400,0套,康居天骄星城,青白江区文汇路28号,2011年建成,,板楼,成都乾坤物业管理公司,2栋
890户,中房集团成都房地产开发总公司,http://runxinhuayuan.fang.com/2/,13979,29套,润新花园二期,高新区新义路3号,2000年建成,,板楼,中房物业管理,18栋
1460户,四川长信置业有限公司,http://jinseyufu.fang.com/2/,12480,29套,金色鱼凫,柳林路158号,2011年建成,,塔楼,金辉物业,8栋
604户,岷江新希望房地产开发有限公司,http://qinshuiwanjglc.fang.com/,15350,66套,锦官丽城亲水湾,新希望大道二段158号,2006年建成,,板楼,锦官新城物业管理公司,17栋
2160户,四川长丰置业,http://hongyunzhixing.fang.com/,11590,40套,鸿运之星,蜀清路239号,2007年建成,,板楼,恒安五洲物业管理有限公司,4栋
8928户,四川蓉锦东房地产开发有限公司,http://jindongtingyuan.fang.com/,20726,20套,锦东庭园,大凉山路和安宁河路交汇处,2013年建成,,塔楼,蜀府物业,15栋
806户,海亮地产,http://aijinshahl.fang.com/,20911,1套,海亮爱金沙,蜀鑫路与公园路交汇处（华润·金悦湾旁）,2016年建成,,塔楼,海亮物业,6栋
1920户,中海信和（成都）物业发展有限公司,http://zhgjsqcj.fang.com/3/,19378,103套,中海国际社区橙郡三期,碧林街99号,2007年建成,,塔楼,中海物业管理公司,9栋
1570户,四川新希望实业有限公司,http://huangguanguoji2028.fang.com/,18145,5套,皇冠国际,西芯大道一号（羊西线沿线）,2015年建成,,板楼,四川鼎晟资产管理有限责任公司,24栋
652户,成都中港置业有限公司,http://zhonggangccpark.fang.com/,17786,0套,中港CCPARK,二环琉璃路口（东湖公园旁）,2017年建成,,板塔结合,仲量联行,10栋
988户,成都武海置业有限公司,http://zhonghuajiayuan.fang.com/,19619,49套,中华家园西区,家园路17号,2005年建成,,板楼,成都创艺物业有限公司,28栋
378户,炎华置信,http://shuangnanyiyuan.fang.com/2/,16987,23套,双楠谊苑二期A区,置信北街8号,2000年建成,,板楼,蜀信物业公司,10栋
1640户,中铁八局集团房地产开发有限公司,http://shuanglongwanzt.fang.com/,20073,51套,中铁双龙湾,清水滨河路788号,2008年建成,,塔楼,鑫天禹物业公司,5栋
2936户,成都中新锦泰房地产开发有限公司,http://gongyuandadao028.fang.com/,12902,200套,中新公园大道,清泉北街66号,2012年建成,,板塔结合,宏鹏物业,15栋
780户,成都御源置业有限公司,http://yidoucheng.fang.com/,13185,0套,驿都城,驿都大道中路900号（龙泉驿世纪广场旁）,2016年建成,,板塔结合,成都千禾物业服务有限公司,3栋
2054户,成都博瑞房地产开发有限公司,http://youpindao.fang.com/2/,26485,10套,优品道二期,青羊大道99号,2010年建成,,塔楼,成都博瑞物业管理有限公司,14栋
1054户,成都心怡房地产开发有限公司,http://chengnanzuoanhuadou.fang.com/,15377,70套,左岸花都,华府大道一段6号,2003年建成,,板楼,银都物业,28栋
1580户,四川是钢实业有限公司,http://xiangruihu028.fang.com/,14384,81套,香瑞湖,鹏程路1099号,2007年建成,,联排,蓝光嘉宝物业,41栋
1149户,四川弘房地产集团有限公司,http://xinbeixiaoqu.fang.com/,11937,17套,新北小区,新乐北巷2号,2000年建成,,板楼,小区物业,19栋
651户,成都市天宝房地产开发有限公司,http://lvyangxincun.fang.com/,16000,35套,绿杨新邨,蜀汉路490号,2002年建成,,塔楼,绿杨邨物业管理公司,7栋
735户,成都武海置业有限公司,http://zhonghuamingyuan.fang.com/,17487,36套,中华名园一期,顺和路12号,2006年建成,,塔楼,成都创艺物业管理有限公司,8栋
990户,成都市浩林实业发展公司,http://jinlinjunjing.fang.com/,20222,95套,金林俊景,武阳大道338号,2009年建成,,板楼,银林物业,5栋
2946户,绿地集团成都新都置业有限公司,http://lvdicheng028.fang.com/,11654,0套,绿地城,北3.5环北新干线与天丰路交汇处（北新大道右侧）,2016年建成,,塔楼,长城物业集团股份有限公司,12栋
1198户,"
										,
									",http://jinshaxiyuan028.fang.com/4/,24603,121套,金沙西园四期,金鹏街109号,2009年建成,,塔楼,成都天拓置业发展有限公司,8栋
650户,成都高新蓝光和骏置业有限公司,http://languanggongguan1881.fang.com/,24985,40套,蓝光公馆1881,神仙树盛和三路89号,2013年建成,,板楼,嘉宝物业,11栋
429户,四川力合房产开发有限公司,http://liheshangyuzhongyang.fang.com/,6785,0套,力合上域中央,新河路166号,2002年建成,,板楼,安居物业,3栋
1079户,成都新世宇有限公司,http://shuangnanerqu.fang.com/,13114,51套,双楠二区,双楠街259号,1998年建成,,板楼,小区物管,12栋
616户,天友发展有限公司,http://shuangnanyingxiang.fang.com/,15589,33套,双楠映象,武侯大道双楠段128号,2009年建成,,板塔结合,四川忠信物业管理有限公司,6栋
198户,成都亚新置业股份有限公司,http://xinningju.fang.com/,15400,2套,馨宁居,蜀兴东街1号,2000年建成,,板楼,成都金房物业管理有限公司,4栋
48户,成都武海置业有限公司,http://xiuyuanzhy.fang.com/,20010,7套,中华园二期,桐梓林东路5号,2004年建成,,板楼,成都创艺物业管理有限公司,3栋
1170户,龙湖地产,http://cuiweiqingbo.fang.com/,24268,149套,龙湖翠微清波A区,金福路419号,2007年建成,,板楼,重庆新龙湖物业管理有限公司,8栋
340户,四川纪风房地产开发有限公司,http://chengnanchuntian028.fang.com/,14112,0套,城南春天,朝阳路220号,2004年建成,,板楼,安居物业,11栋
929户,保利（成都）房地产开发有限公司,http://jinhulinyubl.fang.com/,25490,10套,保利锦湖林语,石羊场路99号 (新锦城湖畔天府石室中学旁),2017年建成,,板塔结合,保利物业,15栋
1257户,四川金农集团有限公司,http://chaoyanghuayuan028.fang.com/,16209,90套,超洋花园,超洋路１号(西南民族大学对面),2000年建成,,板楼,美满物管,10栋
556户,成都数码广场物业管理有限公司,http://baikejun.fang.com/,13158,17套,佰客郡,机场路常乐2段111号（温哥华对面）,2011年建成,,板塔结合,小区物业,3栋
531户,成都市投资公司房地产开发公司,http://lansekongjian.fang.com/,15530,23套,蓝色空间,长兰路1号,2003年建成,,板楼,成都爱地阳光物业管理有限公司,15栋
832户,四川瑞升实业集团有限公司,http://shuiyunhuadu028.fang.com/,11464,9套,水云花都,藏卫路北二段1号,2005年建成,,板楼,瑞德物业有限公司,23栋
4254户,四川蜀鑫投资有限公司,http://dongfangtiandilg.fang.com/,16687,9套,蓝光东方天地,崔家店路52号,2015年建成,,板塔结合,蓝光嘉宝物业管理有限公司,10栋
491户,成都筑成投资开发有限公司,http://xingyushuangcheng.fang.com/2/,12579,1套,星语双城二期,武青北路8号,2009年建成,,塔楼,小区物业,3栋
1814户,成都博瑞房地产开发有限公司,http://dushihuayuanbr.fang.com/,25305,114套,博瑞都市花园,青羊大道101号,2004年建成,,板楼,成都博瑞物业管理有限公司,30栋
370户,成都市加贝置业有限责任公司,http://huiguixiansn.fang.com/,15348,31套,双楠回归线,武侯大道双楠段36号,2003年建成,,板楼,成都回归物业管理有限公司,2栋
300户,恒全置业,http://yinxingguangchangzt.fang.com/,8336,0套,中铁银杏广场,红光镇广场路北三段（成都技师学院旁）,2015年建成,,板塔结合,成都三朴物业管理有限公司,1栋
2058户,四川正达房地产开发有限公司,http://beiouyinxiang.fang.com/,12432,53套,北欧印象,育英路与清源路交汇处（新都区政府办公大厅旁）,2014年建成,,塔楼,和佳物业公司,11栋
1496户,新加坡盛吉立地产有限公司,http://zhuojincheng.fang.com/2/,18312,156套,卓锦城二期,国香街188号,2008年建成,,塔楼,家园物业,23栋
438户,中海信和(成都)物业发展有限公司,http://xianzhgj.fang.com/,21149,18套,中海国际社区熙岸,碧林街577号,2009年建成,,板楼,成都中海物业管理有限公司,11栋
1094户,成都武海置业有限公司,http://zhonghuamingyuan.fang.com/3/,18297,67套,中华名园三期C区,顺和横街28号,2010年建成,,板楼,成都创艺物业管理有限公司,4栋
455户,"
										,
									",http://zidongrunyuan.fang.com/,11496,2套,紫东润院,成双大道南段1920号,2008年建成,,板楼,小区物管,4栋
1864户,成都融创置地有限公司,http://sihaiyijia028.fang.com/,38123,53套,四海逸家三期,牡丹街（绿轴公园旁）,2013年建成,,板楼,四川国嘉物业管理有限公司,6栋
34户,成都万禾旅游投资有限公司,http://qingchengyijing.fang.com/,7106,0套,青城逸景,玉堂镇水泉村八组,2012年建成,,"联排,独栋",成都万禾旅游投资有限公司,4栋
415户,四川瑞升实业集团有限公司,http://ruishenghuayuan.fang.com/,16199,52套,瑞升花园,芳草街36号,2002年建成,,板楼,成都瑞德物管公司,9栋
780户,成都市晓初物业有限公司,http://boyaxincheng028.fang.com/,10358,17套,博雅新城B区,滨河路一巷55号,2011年建成,,"板楼,塔楼",成都市晓初物业管理有限公司,19栋
192户,成都安立普房地产开发有限公司,http://konggangxiaoyuanhuayu.fang.com/,14065,3套,空港小院花语,双流西航港长江路三段13号,2015年建成,,塔楼,成都聚烨物业管理有限公,1栋
2166户,四川双玻集团坤仕力房产,http://nanhubandao.fang.com/,15795,5套,南湖半岛,华阳南湖北路189号（南湖度假风景区内）,2015年建成,,塔楼,成都森辉物业投资有限公司,7栋
445户,成都千和物业发展有限公司,http://qianheyinxing.fang.com/,16583,17套,千和银杏,蜀明东路6号,2002年建成,,板楼,成都千和物业管理有限公司,4栋
武阳大道288号,"
										,
									",http://zhongyanghuayuanchengshi.fang.com/villa/,19464,1套,中央花园城市别墅,156栋,2000年建成,,466户,晋阳房产,中央花园物管公司
12户,四川荣耀投资有限公司,http://qifengju.fang.com/,6672,0套,栖凤居,一期华金大道三段152号、二期凤凰东一路201,2013年建成,,板楼,青白江居安物业,1栋
690户,成都凯莱物业发展有限公司,http://kailaidijing028.fang.com/,16500,32套,凯莱帝景,桐梓林北段2号,2002年建成,,塔楼,四川凯莱物业管理有限公司,3栋
575户,成都合力达房产开发有限公司,http://jinshamidi.fang.com/,16351,44套,金沙蜜地,清江中路14号,2010年建成,,板楼,通顺物业,1栋
1849户,成都嘉好房地产置换有限公司,http://shunfengyuan.fang.com/,10932,6套,顺风苑,机场路168号,2005年建成,,板楼,小区物业,77栋
5354户,成都市地建置业有限公司,http://jinrihuayuan2.fang.com/,9186,41套,今日花园,西区大道围城南路段,2006年建成,,板楼,成都盛禾物业管理有限公司,42栋
2766户,成都中德红谷投资有限公司,http://yinglunlianbangdierquzd.fang.com/,18932,16套,中德英伦城邦,天府大道南段家乐福旁,2015年建成,,塔楼,成都衡信英伦物业管理有限公司,10栋
276户,四川华宜置业股份有限公司,http://boshigongguanhy.fang.com/,16614,7套,华宜铂仕公馆,中和大道三段117号（中和电器城右200米处）,2013年建成,,板塔结合,成都百惠物业管理有限公司,1栋
88户,成都市信义房地产开发有限公司,http://huanhuaxishanzhuang.fang.com/,50513,2套,浣花溪山庄,滨河路50号,2000年建成,,"独栋,双拼",成都仁和春天物业管理有限公司,23栋
972户,成都鸿源星置地有限公司,http://ruichenghyx.fang.com/,11892,0套,鸿源星睿城,南熏大道三段366号（西南财大东校门正对面）,2013年建成,,塔楼,鸿源星物业管理有限公司,6栋
1030户,成都青蒲建设发展有限公司,http://jianqiaoxiaozhen.fang.com/esf/,4355,0套,剑桥小镇,寿安镇迎宾大道88号,2015-09-01,,板楼,成都嘉善商务服务管理有限公司,3栋
934户,龙嘉房地产开发（成都）有限公司,http://shidaishangchengjlc028.fang.com/esf/,16770,1套,九龙仓时代上城,剑南大道与牧华路交汇处（北大附中对面）,2015-07-01,,塔楼,成都天府时代广场物业管理有限公司,6栋
120户,"
										,
									",http://heyuan028.fang.com/,17805,0套,和苑,玉林横街19号,2000年建成,,板楼,小区物业,2栋
760户,成都嘉汇置业有限公司,http://lanfengyuanjiaoda.fang.com/,11624,1套,交大兰枫园,犀浦校园路816号,2011年建成,,塔楼,四川华纬物业有限公司,14栋
360户,成都方鼎投资咨询有限公司,http://guoyimengchao.fang.com/,18644,0套,国一梦巢,光华南二路238号（树德中学旁）,2015年建成,,板楼,四川悦华置地物业管理有限公司,3栋
760户,成都鸿生置业发展有限公司,http://hongshenghuayuan.fang.com/2/,18897,35套,鸿生花园,同德街9号（成都市青少年宫对面）,2010年建成,,板塔结合,成都家合物业管理有限公司,4栋
506户,成都千和物业发展有限公司,http://kuailekongjian.fang.com/,17034,12套,快乐空间,双锦路51号,2004年建成,,板楼,成都泰怡物业管理有限公司,1栋
