,bus_name,bus_type,bus_time,bus_cost,bus_company,bus_update,bus_length,line_x,sites_x_list,line_y,sites_y_list
35,成都35路公交车路线,常规线路,运行时间：三圣寺--中环人南路口 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-03,[],成都35路公交车路线(三圣寺—中环人南路口)共 32 站,"['三圣寺', '贝森路西', '贝森路', '贝森路东', '贝森南路南', '瑞联路东', '光华村街西', '光华村街', '青华路西', '杜甫草堂', '送仙桥', '青羊宫', '宝云庵', '百花新村', '锦里中路', '南门大桥', '滨江路', '龙江路西', '龙江路中', '老马路', '望江路', '四川大学', '望江楼公园', '公园路中段', '竹林村', '棕树村', '科华中路', '航空路东', '新希望路中', '棕树十街坊', '人民南路南', '中环人南路口']",成都35路公交车路线(中环人南路口—三圣寺)共 32 站,"['中环人南路口', '火车南站东路西', '火车南站东路口', '科华中路南', '桂溪公交站', '高攀路北', '竹林村', '公园路中段', '望江楼公园', '四川大学', '望江路', '致民路东', '致民路', '新南门', '滨江路', '南门大桥', '锦里中路', '百花新村', '宝云庵', '青羊宫', '送仙桥', '杜甫草堂', '青华路西', '光华村街', '光华村街西', '光华大道青羊大道口', '贝森南路南', '贝森南路北', '贝森路', '贝森路西', '东顺路西', '三圣寺']"
36,成都36路公交车路线,常规线路,运行时间：十里店公交站--安靖快铁公交站 06:30-21:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都36路公交车路线(十里店公交站—安靖快铁公交站)共 31 站,"['十里店公交站', '十里店', '二仙桥东路', '二仙桥西路', '二仙桥西路北', '八里庄路', '八里庄路北', '驷马桥路东', '地铁驷马桥站', '高笋塘', '荷花池', '火车北站东', '火车北站西', '二环商贸大道口', '九里堤中路南', '九里堤中路北', '九里堤北路', '星汉路', '星河路东', '星河路西', '香榭里', '九里堤公交站', '华侨城', '西华大道华丰路口', '四川电影电视学院', '西华大道中段', '青杠一队', '金芙蓉大道西华大道口', '金芙蓉大道府河苑一路口', '金芙蓉大道阳光南路口西', '安靖快铁公交站']",成都36路公交车路线(安靖快铁公交站—十里店公交站)共 28 站,"['安靖快铁公交站', '金芙蓉大道阳光南路口西', '金芙蓉大道府河苑一路口', '金芙蓉大道西华大道口', '青杠一队', '西华大道中段', '四川电影电视学院', '华侨城', '九里堤公交站', '星河路西', '星河路东', '星汉路', '九里堤北路', '九里堤中路北', '九里堤中路南', '二环商贸大道口', '火车北站公交站', '火车北站东', '荷花池', '高笋塘', '地铁驷马桥站', '驷马桥路东', '八里庄路北', '八里庄路', '二仙桥西路北', '二仙桥', '二仙桥东路', '十里店公交站']"
368,成都368A路公交车路线,跨区线路,运行时间：蛟龙港海滨城--地铁红牌楼站 蛟龙港海滨城07:00-21:00 地铁红牌楼站07:45-21:45,票价信息：无人售票 主动刷卡(次数卡无效) 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都368A路公交车路线(蛟龙港海滨城—地铁红牌楼站)共 11 站,"['蛟龙港海滨城', '蛟龙港双九路口', '葛陌村', '时代奥特莱斯', '武侯大道金江中路口', '顺江村', '太平村', '双丰路', '二环武侯大道口', '红牌楼', '地铁红牌楼站']",成都368A路公交车路线(地铁红牌楼站—蛟龙港海滨城)共 9 站,"['地铁红牌楼站', '双丰路', '太平村', '顺江村', '武侯大道金江中路口', '时代奥特莱斯', '葛陌村', '蛟龙港双九路口', '蛟龙港海滨城']"
37,成都37路公交车路线,常规线路,运行时间：万家湾公交站--红星路广场北 万家湾公交站06:30-22:00 红星路广场北07:20-22:50,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-03,[],成都37路公交车路线(万家湾公交站—红星路广场北)共 32 站,"['万家湾公交站', '万家湾', '光华大道一段东', '瑞联路西', '瑞星路中', '瑞星路', '东坡大道', '东坡大道中', '东坡大道瑞南街口', '青羊大道家园路口', '光华大道口', '新文化宫', '青羊大道南', '锦西路西', '锦西路东', '双清中路', '二环清溪西路口', '二环磨底河', '二环蜀汉路口', '二环蜀汉路口北', '营门口立交桥东', '西门车站', '花牌坊街', '西月城街', '八宝街', '青龙街三医院', '人民中路二段', '德盛路', '玉沙路', '红星路口', '桂王桥南街', '红星路广场北']",成都37路公交车路线(红星路广场北—万家湾公交站)共 29 站,"['红星路广场北', '地铁市二医院站', '红星路口', '玉沙路', '文武路东', '人民中路二段', '青龙街三医院', '八宝街', '西月城街', '花牌坊街', '西门车站', '营门口立交桥东', '二环蜀汉路口北', '二环蜀汉路口', '二环路府南新区路口', '双清中路', '锦西路东', '锦西路西', '青羊大道南', '新文化宫', '光华大道口', '东坡大道东', '东坡大道瑞南街口', '东坡大道中', '瑞星路', '瑞星路中', '瑞联路西', '万家湾', '万家湾公交站']"
4,成都4路快线公交车路线,常规线路,运行时间：茶店子公交站--成都东客站(东广场) 茶店子公交站07:20-08:00 17:00-17:40 成都东客站(东广场)07:00-07:50 17:00-17:30 仅工作日运行,票价信息：无人售票 主动投币 刷卡无效 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都4路快线公交车路线(茶店子公交站—成都东客站(东广场))共 11 站,"['茶店子公交站', '茶店子西口', '营门口立交桥东', '西门车站', '花牌坊街', '总府路', '双桥子', '五桂桥公交站', '迎晖路中', '邛崃山路', '成都东客站(东广场)']",成都4路快线公交车路线(成都东客站(东广场)—茶店子公交站)共 11 站,"['成都东客站(东广场)', '邛崃山路中', '建材路口', '五桂桥公交站', '双桥子', '总府路', '花牌坊街', '西门车站', '营门口立交桥东', '茶店子西口', '茶店子公交站']"
40,成都40路公交车路线,常规线路,运行时间：成都东客站(东广场)--大源公交站 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都40路公交车路线(成都东客站(东广场)—大源公交站)共 37 站,"['成都东客站(东广场)', '大渡河路东', '锦绣大道岷江路口', '锦绣大道静明路口', '赖家新桥路口', '三环路航天立交桥东', '驿都大道西', '锦江大道北', '锦江大道百日红路口', '锦江大道牡丹街口', '锦江大道成龙路口', '幸福梅林', '锦江大道幸福路口', '幸福村', '成都金港赛道', '高威公园北门', '石胜路锦瑞路口', '石胜路中', '石胜路', '石胜路西', '包江桥', '永安路东', '永安路', '府城大道东段', '府城大道中段', '府城大道益州大道口', '府城大道一医院', '剑南大道府城大道口', '剑南大道北段', '剑南大道锦城大道口', '盛兴街口', '剑南大道天府一街口', '剑南大道盛邦街口', '天府二街剑南大道口', '天府二街西', '南华路', '大源公交站']",成都40路公交车路线(大源公交站—成都东客站(东广场))共 36 站,"['大源公交站', '天府二街南华路口', '天府二街西', '剑南大道天府二街口', '剑南大道盛邦街口', '天府一街剑南大道口', '盛兴街口', '剑南大道锦城大道口', '剑南大道北段', '剑南大道北段中', '府城大道剑南大道口', '府城大道一医院', '府城大道益州大道口', '府城大道中段', '府城大道东段', '府城大道科华南路口', '永安路', '永安路东', '包江桥', '石胜路西', '石胜路', '石胜路中', '高威公园北门', '成都金港赛道', '幸福村', '锦江大道幸福路口', '锦江大道成龙路口', '锦江大道牡丹街口', '锦江大道百日红路口', '锦江大道北', '驿都大道西', '三环路航天立交桥东', '赖家新桥路口', '锦绣大道静明路口', '锦绣大道大渡河路口', '成都东客站(东广场)']"
401,成都401路公交车路线,接驳线路,运行时间：舜和家园--双庆路口 舜和家园07:00-09:00 16:30-18:30 双庆路口07:20-09:20 16:50-18:50 仅工作日运行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都401路公交车路线(舜和家园—双庆路口)共 8 站,"['舜和家园', '和悦路', '和悦路南', '槐树店', '长融路口', '成洛路建材路口', '多宝寺', '双庆路口']",成都401路公交车路线(双庆路口—舜和家园)共 8 站,"['双庆路口', '多宝寺', '成洛路建材路口', '长融路口', '槐树店', '和悦路南', '和悦路', '舜和家园']"
402,成都402路公交车路线,接驳线路,运行时间：汇泽路--东沙街 汇泽路07:00-08:30 16:30-18:00 东沙街07:20-08:50 17:00-18:30 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都402路公交车路线(汇泽路—东沙街)共 9 站,"['汇泽路', '泉水路口', '泉水路南', '洞子口商贸大道口', '五块石路', '五福桥东路', '五福桥东路东', '站北北街', '东沙街']",成都402路公交车路线(东沙街—汇泽路)共 9 站,"['东沙街', '站北北街', '五福桥东路东', '五福桥东路', '五块石路', '泉水东路口', '泉水路南', '泉水路口', '汇泽路']"
403,成都403路公交车路线,接驳线路,运行时间：大源公交站--天府三街东 大源公交站07:30-08:30 17:00-18:00 天府三街东08:00-09:00 17:30-18:30 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都403路公交车路线(大源公交站—天府三街东)共 8 站,"['大源公交站', '天府二街南华路口', '天府二街西', '天府二街剑南大道口', '天府二街中', '天府二街益州大道口', '天府二街吉泰路口', '天府三街东']",成都403路公交车路线(天府三街东—大源公交站)共 8 站,"['天府三街东', '天府二街吉泰路口', '天府二街益州大道口', '天府二街中', '天府二街剑南大道口', '天府二街西', '南华路', '大源公交站']"
404,成都404路公交车路线,接驳线路,运行时间：公济桥路西--地铁天府三街站 公济桥路西07:00-08:30 17:00-18:30 地铁天府三街站07:30-09:00 17:30-19:00 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都404路公交车路线(公济桥路西—地铁天府三街站)共 11 站,"['公济桥路西', '公济桥路中', '公济桥路东', '新上街南', '中和职中', '新下街', '化龙社区', '中和大道二段西', '中和大道一段', '天华一路', '地铁天府三街站']",成都404路公交车路线(地铁天府三街站—公济桥路西)共 11 站,"['地铁天府三街站', '天华路', '天府软件园东侧', '中和大道二段西', '化龙社区', '新下街', '中和职中', '新上街南', '公济桥路东', '公济桥路中', '公济桥路西']"
405,成都405路公交车路线,接驳线路,运行时间：省医院城东病区--地铁洪河站 省医院城东病区07:00-08:30 16:30-18:00 地铁洪河站07:15-08:45 16:45-18:15 仅工作日运行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都405路公交车路线(省医院城东病区—地铁洪河站)共 4 站,"['省医院城东病区', '大面文化广场', '上东阳光', '地铁洪河站']",成都405路公交车路线(地铁洪河站—省医院城东病区)共 4 站,"['地铁洪河站', '上东阳光', '大面文化广场', '省医院城东病区']"
406,成都406路公交车路线,接驳线路,运行时间：曾家坡公交站--地铁洪河站 曾家坡公交站06:30-21:00 地铁洪河站06:50-21:20,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-05,[],成都406路公交车路线(曾家坡公交站—地铁洪河站)共 8 站,"['曾家坡公交站', '花博路口', '银杏大道栀子街口', '海棠路银杏大道口', '海棠路', '百日红中路', '喜树街', '地铁洪河站']",成都406路公交车路线(地铁洪河站—曾家坡公交站)共 10 站,"['地铁洪河站', '洪河大道口', '银杏大道芙蓉中路口', '百日红中路银杏大道口', '银木街百日红中路口', '海棠路', '海棠路银杏大道口', '银杏大道栀子街口', '花博路口', '曾家坡公交站']"
408,成都408路公交车路线,接驳线路,运行时间：新山社区--地铁动物园站 新山社区07:00-08:30 17:00-18:30 地铁动物园站07:15-08:45 17:15-18:45 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都408路公交车路线(新山社区—地铁动物园站)共 6 站,"['新山社区', '青龙大道', '龙绵街东裕路口', '龙绵街中', '东紫路', '地铁动物园站']",成都408路公交车路线(地铁动物园站—新山社区)共 6 站,"['地铁动物园站', '东紫路', '龙绵街中', '龙绵街东裕路口', '青龙大道', '新山社区']"
41,成都41路公交车路线,常规线路,运行时间：万兴公交站--红牌楼 万兴公交站06:50-20:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都41路公交车路线(万兴公交站—地铁红牌楼站)共 22 站,"['万兴公交站', '兆景路西', '万兴路西', '武侯大道万兴路口', '武侯大道七里大道口', '百锦路武侯大道口', '百锦路', '福锦路二段北', '福锦路二段', '簇桥', '川藏路华兴路口', '川藏路中段', '地铁簇锦站', '南桥村', '三环路川藏立交桥南', '太平园', '盛世路东', '太平盛世', '永顺路中', '永顺路红牌楼二街口', '永顺路', '红牌楼']",成都41路公交车路线(地铁红牌楼站—万兴公交站)共 21 站,"['红牌楼', '红牌楼路', '永顺路红牌楼路', '永顺路红牌楼二街口', '永顺路盛世路口', '武阳大道二段', '太平园', '三环路川藏立交桥南', '南桥村', '地铁簇锦站', '川藏路中段', '川藏路华兴路口', '簇桥', '福锦路二段', '福锦路二段北', '百锦路', '百锦路武侯大道口', '武侯大道铁佛段中', '武侯大道七里大道口', '万兴路西', '万兴公交站']"
410,成都410路公交车路线,接驳线路,运行时间：三环成彭立交桥--营门口北 三环成彭立交桥06:30-20:30 营门口北07:00-21:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都410路公交车路线(三环成彭立交桥—营门口北)共 10 站,"['三环成彭立交桥', '三环成彭立交西外侧', '华侨城欢乐谷三环外侧', '九里堤公交站', '一品天下交大路口', '一品天下长庆路口', '花照壁东街西', '花照壁东街东', '银沙南街', '营门口北']",成都410路公交车路线(营门口北—三环成彭立交桥)共 13 站,"['营门口北', '金房苑南路', '金房苑东路', '花照壁东街东', '花照壁中横街口', '长庆路口', '星河路西', '长青北路', '新泉路口', '星汉北路北', '北三环路一段东内侧', '三环成彭立交西内侧', '三环成彭立交桥']"
411,成都411路公交车路线,接驳线路,运行时间：金履二路西--地铁簇锦站 金履二路西07:00-21:00 地铁簇锦站07:20-21:20,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都411路公交车路线(金履二路西—地铁簇锦站)共 13 站,"['金履二路西', '七里大道', '金履二路智星二路口', '智谷大道金履二路口', '金履三路西', '金履三路东', '百锦路武侯大道口', '百锦路', '福锦路二段北', '龙井东街口', '龙井东街中', '龙井东街北', '地铁簇锦站']",成都411路公交车路线(地铁簇锦站—金履二路西)共 11 站,"['地铁簇锦站', '川藏路中段', '川藏路华兴路口', '簇桥', '福锦路二段北', '百锦路', '百锦路武侯大道口', '金履三路东', '金履三路西', '金履二路智谷大道口', '金履二路西']"
412,成都412路公交车路线,接驳线路,运行时间：清波小区--清江西路 清波小区07:00-08:30 17:00-19:00 清江西路07:20-08:50 17:20-19:20 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都412路公交车路线(清波小区—清江西路)共 5 站,"['清波小区', '董家店路西', '董家店路东', '蜀鑫东路口', '清江西路']",成都412路公交车路线(清江西路—清波小区)共 6 站,"['清江西路', '蜀鑫东路口', '清波路', '清波M线', '金泽路', '清波小区']"
413,成都413路公交车路线,接驳线路,运行时间：清波小区--清江西路 清波小区07:00-08:30 17:00-19:00 清江西路07:18-08:48 17:18-19:18 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都413路公交车路线(清波小区—清江西路)共 7 站,"['清波小区', '清百路', '清波农贸市场', '金福北路', '金福路', '蜀鑫路', '清江西路']",成都413路公交车路线(清江西路—清波小区)共 9 站,"['清江西路', '蜀鑫路', '金福路', '金福北路', '清波农贸市场', '清波路清百路口', '清波M线', '金泽路', '清波小区']"
415,成都415路公交车路线,接驳线路,运行时间：东顺路西--地铁文化宫站 东顺路07:30-08:30 17:30-18:30 西地铁文化宫站07:42-08:42 17:42-18:42 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都415路公交车路线(东顺路西—地铁文化宫站)共 8 站,"['东顺路西', '三圣寺', '贝森路西', '贝森路', '贝森路东', '贝森北路', '谢家祠', '地铁文化宫站']",成都415路公交车路线(地铁文化宫站—东顺路西)共 5 站,"['地铁文化宫站', '贝森路东', '贝森路', '贝森路西', '东顺路西']"
416,成都416路公交车路线,接驳线路,运行时间：韦家碾三路东--双沙路 韦家碾三路东07:15-08:15 17:00-19:00 双沙路07:25-08:25 17:10-19:10,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-04,[],成都416路公交车路线(韦家碾三路东—双沙路)共 7 站,"['韦家碾三路东', '八里桥路北', '三环凤凰立交东内侧', '韦家碾四路', '双瑞二路北', '双瑞二路南', '双沙路']",成都416路公交车路线(双沙路—韦家碾三路东)共 4 站,"['双沙路', '双瑞二路南', '双瑞二路北', '韦家碾三路东']"
417,成都417路公交车路线,接驳线路,运行时间：映月花园--地铁金花站 映月花园06:30-08:00 地铁金花站17:30-19:00 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都417路公交车路线(映月花园—地铁金花站)共 6 站,"['映月花园', '金履路', '金凤街', '金航路北', '金航路', '地铁金花站']",成都417路公交车路线(地铁金花站—映月花园)共 6 站,"['地铁金花站', '金航路', '金航路北', '金凤街', '金凤街中', '映月花园']"
418,成都418路公交车路线,接驳线路,运行时间：国香街海棠路口--地铁洪河站 国香街海棠路口07:00-21:00 地铁洪河站07:20-21:20,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都418路公交车路线(国香街海棠路口—地铁洪河站)共 10 站,"['国香街海棠路口', '红豆树街牡丹街口', '红豆树街茶花街口', '枫树街', '枫树街北', '芙蓉西路西', '樱花街西', '樱花街枫树街口', '樱花街锦江大道口', '地铁洪河站']",成都418路公交车路线(地铁洪河站—国香街海棠路口)共 15 站,"['地铁洪河站', '芙蓉中路', '樱花街锦江大道口', '樱花街枫树街口', '樱花街西', '芙蓉西路西', '枫树街北', '枫树街', '红豆树街茶花街口', '红豆树街牡丹街口', '海棠路西', '枫树街南', '国香街中', '国香街西', '国香街海棠路口']"
42,成都42路公交车路线,常规线路,运行时间：八里小区--吉福路 06:30-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都42路公交车路线(八里小区—吉福路)共 35 站,"['八里小区', '双建路', '双建路中', '双建路南', '建设北路三段', '厂北路口', '建设路东', '建设路中', '一环路建设路口北', '一环路东一段', '地铁红星桥站', '星辉东路东', '星辉中路', '星辉西路', '大安西路西', '武都路东', '王爷庙', '西体路', '金仙桥', '永陵路口', '西安南路北', '西安南路', '中医附院', '省医院', '青羊宫', '一环路大石路口南', '菊乐路东', '周家桥', '双楠路东', '双楠路', '双楠路南', '逸都路东', '逸都路', '鹭岛路', '吉福路']",成都42路公交车路线(吉福路—八里小区)共 33 站,"['吉福路', '鹭岛路', '逸都路', '逸都路东', '双楠路南', '双楠路', '双楠路东', '周家桥', '菊乐路东', '一环路大石路口北', '青羊宫', '中医附院', '西安南路', '西安南路北', '西安北路', '永陵路口', '金仙桥', '西体路', '王爷庙', '大安西路西', '星辉西路', '星辉中路', '曹家巷', '马鞍北路', '一环路东一段', '建设路中', '建设路东', '厂北路口', '建设北路三段', '双建路南', '双建路中', '双建路', '八里小区']"
420,成都420路公交车路线,接驳线路,运行时间：濯锦路--濯锦路 07:30-08:30 17:00-18:00 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都420路公交车路线(濯锦路—濯锦路)共 10 站,"['濯锦路', '濯锦路南', '濯锦北路', '秀川路', '东苑', '科华南路北', '桂溪路中', '东苑', '秀川路', '濯锦路']",[],[]
421,成都421路公交车路线,接驳线路,运行时间：石羊场公交站--地铁高新站 石羊场公交站07:15-08:15 地铁高新站17:30-18:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都421路公交车路线(石羊场公交站—地铁高新站)共 11 站,"['石羊场公交站', '石桥路南', '新园大道南', '新园大道', '国防乐园', '府城大道西段西', '府城大道剑南大道口', '府城大道一医院', '益州大道府城大道口', '益州大道北段', '地铁高新站']",成都421路公交车路线(地铁高新站—石羊场公交站)共 11 站,"['地铁高新站', '益州大道北段', '府城大道益州大道口', '府城大道一医院', '府城大道剑南大道口', '府城大道西段西', '国防乐园', '新园大道', '新园大道南', '石桥路南', '石羊场公交站']"
422,成都422路公交车路线,接驳线路,运行时间：东坡大道东--东坡大道东 07:00-08:15 16:30-18:00 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-04,[],成都422路公交车路线(东坡大道东—东坡大道东)共 10 站,"['东坡大道东', '青羊大道家园路口', '青羊大道光华', '青羊大道草金路口', '晋阳路东', '五大花园', '金雁路南', '金雁路北', '沙堰街', '东坡大道东']",[],[]
423,成都423路公交车路线,接驳线路,运行时间：火车南站公交站--火车南站公交站 07:30-08:30 17:45-18:45 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都423路公交车路线(火车南站公交站—火车南站公交站)共 10 站,"['火车南站公交站', '天仁北二街中', '天仁北二街', '科华南路北', '天和东街', '天仁南街东', '天仁南街中', '天和西二街', '天和西二街北', '火车南站公交站']",[],[]
424,成都424路公交车路线,接驳线路,运行时间：曾家坡公交站--成龙路沙河大桥 曾家坡公交站07:00-08:00 成龙路沙河大桥18:00-19:00 仅工作日开行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-04,[],成都424路公交车路线(曾家坡公交站—成龙路沙河大桥)共 12 站,"['曾家坡公交站', '银杏大道栀子街口', '海棠路银杏大道口', '海棠路', '海棠路喜树街口', '海棠路锦江大道口', '海棠路中', '枫树街南', '三环路娇子立交桥', '三环路娇子立交桥西', '川师南大门', '成龙路沙河大桥']",成都424路公交车路线(成龙路沙河大桥—曾家坡公交站)共 12 站,"['成龙路沙河大桥', '川师南大门', '三环路娇子立交桥西', '三环路娇子立交桥', '枫树街南', '海棠路中', '海棠路锦江大道口', '海棠路喜树街口', '海棠路', '海棠路银杏大道口', '银杏大道栀子街口', '曾家坡公交站']"
429,成都429路公交车路线,接驳线路,运行时间：庆安小区--地铁高朋大道站 庆安小区06:30-22:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团星辰巴士有限公司,最后更新：2017-12-04,[],成都429路公交车路线(庆安小区—地铁高朋大道站)共 11 站,"['庆安小区', '三环创业路口西外侧', '美洲花园', '新乐路东', '新乐路', '新乐路成雅路口', '高棚子', '九兴大道创业路口', '高朋大道中', '高朋大道南', '地铁高朋大道站']",成都429路公交车路线(地铁高朋大道站—庆安小区)共 18 站,"['地铁高朋大道站', '高朋西路南', '高朋西路北', '九兴大道', '高朋大道', '高朋大道北', '创业路二环路口南', '高棚子', '新乐路成雅路口', '新乐路', '新乐路东', '美洲花园', '美洲北路', '美洲西路', '大件路三环路口', '新雅街南', '新雅横街', '庆安小区']"
43,成都43路公交车路线,常规线路,运行时间：人民公园--侯家公交站 人民公园06:30-22:45 侯家公交站06:00-22:00,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团北星巴士有限公司,最后更新：2017-12-03,[],成都43路公交车路线(人民公园—侯家公交站)共 23 站,"['人民公园', '同仁路口', '中医附院', '清江东路', '大庆路', '金罗路', '抚琴西路西', '蜀汉路东', '同友路口', '一品天下大街', '一品天下大街口', '安蓉西路', '茶店子', '茶店子西口', '跃进村', '金牛宾馆', '金泉路', '土桥', '金芙蓉大道南', '侯家小区路口', '盛发街东', '盛发街', '侯家公交站']",成都43路公交车路线(侯家公交站—人民公园)共 25 站,"['侯家公交站', '盛发街', '盛发街东', '侯家小区路口', '金芙蓉大道南', '土桥', '金泉路', '金牛宾馆', '跃进村', '茶店子西口', '茶店子', '一品天下大街北', '一品天下大街中', '一品天下大街', '蜀汉路同和路口', '同友路口', '蜀汉路东', '抚琴西路西', '金罗路', '大庆路', '清江东路', '中医附院', '通惠门', '金河路', '人民公园']"
431,成都431路公交车路线,接驳线路,运行时间：东光小区--东光小区 07:30-08:30 17:30-19:00 仅工作日运行,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团东星巴士有限公司,最后更新：2017-12-03,[],成都431路公交车路线(东光小区—东光小区)共 8 站,"['东光小区', '成仁路沙河大桥', '地铁琉璃场站', '锦绣大道晨辉北路口', '成都市社科院', '成仁路沙河大桥', '东怡街', '东光小区']",[],[]
44,成都44路公交车路线,常规线路,运行时间：蜀蓉路公交站--永宁镇 06:30-20:30,票价信息：无人售票 主动刷卡 无卡投币 高档车2元,成都公交集团运兴巴士有限公司,最后更新：2017-12-03,[],成都44路公交车路线(蜀蓉路公交站—永宁镇)共 28 站,"['蜀蓉路公交站', '同友路口', '蜀汉路同和路口', '蜀汉路', '蜀汉路西', '三环路羊犀立交桥东', '三环路羊犀立交桥西', '蜀西路', '高家村', '土龙公路口', '土龙路碧林街口', '土龙路淳清路口', '金辉路土龙路口', '金辉路观景路口', '高新西区公交站', '四川大学锦城学院', '西源大道', '西源大道口', '芙蓉大道四段东', '芙蓉大道清水河中桥', '芙蓉大道天王村', '芙蓉大道开金路口', '芙蓉大道永文路口', '芙蓉大道永福村一组', '省八一康复中心', '永福街西', '永福街中', '永宁镇']",成都44路公交车路线(永宁镇—蜀蓉路公交站)共 31 站,"['永宁镇', '永福街中', '永福街西', '省八一康复中心', '芙蓉大道永福村一组', '芙蓉大道永文路口', '芙蓉大道开金路口', '芙蓉大道天王村', '芙蓉大道清水河中桥', '芙蓉大道四段东', '西源大道口', '西源大道', '四川大学锦城学院', '高新西区公交站', '新业路百川路口', '新业路百叶路口', '西芯大道天河路口', '西芯大道东', '何家桥', '何家二队', '何家三队', '土龙公路口', '土桥村', '高家村', '蜀西路', '三环路羊犀立交桥西', '三环路羊犀立交桥东', '蜀汉路西', '蜀汉路', '一品天下大街', '蜀蓉路公交站']"
